time	V(N001,N002)	V(n004)
7.623883723003357e-003	-1.997304e-001	2.354337e+000
7.632085077524059e-003	-1.992867e-001	2.396411e+000
7.641850702524059e-003	-1.973960e-001	2.446547e+000
7.651616327524059e-003	-1.941004e-001	2.496723e+000
7.661381952524059e-003	-1.893895e-001	2.546938e+000
7.671147577524059e-003	-1.833341e-001	2.597187e+000
7.680913202524058e-003	-1.760254e-001	2.647458e+000
7.690678827524059e-003	-1.675732e-001	2.697726e+000
7.700444452524059e-003	-1.581044e-001	2.747954e+000
7.710210077524059e-003	-1.477616e-001	2.798068e+000
7.719975702524059e-003	-1.367004e-001	2.847925e+000
7.729741327524059e-003	-1.250873e-001	2.897247e+000
7.739506952524059e-003	-1.130968e-001	2.945575e+000
7.749272577524059e-003	-1.009095e-001	2.992153e+000
7.759038202524059e-003	-8.870828e-002	3.035669e+000
7.768803827524059e-003	-7.667685e-002	3.073934e+000
7.778569452524059e-003	-6.499612e-002	3.103518e+000
7.788335077524059e-003	-5.384207e-002	3.119422e+000
7.798100702524059e-003	-4.338217e-002	3.115061e+000
7.807866327524059e-003	-3.377378e-002	3.082947e+000
7.817631952524058e-003	-2.516156e-002	3.016325e+000
7.827397577524060e-003	-1.767495e-002	2.911541e+000
7.837163202524059e-003	-1.142652e-002	2.770223e+000
7.846928827524059e-003	-6.510310e-003	2.600040e+000
7.856694452524059e-003	-3.000256e-003	2.413428e+000
7.866460077524059e-003	-8.917339e-004	2.224142e+000
7.874730178682291e-003	-2.507628e-004	2.071437e+000
7.882399712091346e-003	-7.258579e-004	1.944196e+000
7.892165337091346e-003	-2.684683e-003	1.806383e+000
7.901930962091346e-003	-6.026663e-003	1.696543e+000
7.911696587091345e-003	-1.078208e-002	1.616420e+000
7.921462212091345e-003	-1.687935e-002	1.564234e+000
7.931227837091345e-003	-2.422687e-002	1.536817e+000
7.940993462091345e-003	-3.271401e-002	1.530272e+000
7.950759087091345e-003	-4.221320e-002	1.540477e+000
7.960524712091346e-003	-5.258155e-002	1.563489e+000
7.970290337091346e-003	-6.366313e-002	1.595825e+000
7.980055962091346e-003	-7.529128e-002	1.634640e+000
7.989821587091345e-003	-8.729088e-002	1.677760e+000
7.999587212091345e-003	-9.948158e-002	1.723629e+000
8.009352837091345e-003	-1.116803e-001	1.771192e+000
8.019118462091345e-003	-1.237031e-001	1.819770e+000
8.028884087091345e-003	-1.353695e-001	1.868946e+000
8.038649712091344e-003	-1.465039e-001	1.918480e+000
8.048415337091346e-003	-1.569388e-001	1.968218e+000
8.058180962091346e-003	-1.665170e-001	2.018055e+000
8.067946587091346e-003	-1.750948e-001	2.067940e+000
8.077712212091345e-003	-1.825433e-001	2.117860e+000
8.087477837091345e-003	-1.887503e-001	2.167806e+000
8.097243462091345e-003	-1.936221e-001	2.217779e+000
8.107009087091345e-003	-1.970859e-001	2.267781e+000
8.116774712091344e-003	-1.991394e-001	2.317815e+000
8.125242473994529e-003	-1.997411e-001	2.361228e+000
8.132894824662762e-003	-1.992123e-001	2.400488e+000
8.142660449662761e-003	-1.971779e-001	2.450629e+000
8.152426074662761e-003	-1.937630e-001	2.500808e+000
8.162191699662761e-003	-1.889374e-001	2.551027e+000
8.171957324662761e-003	-1.827743e-001	2.601278e+000
8.181722949662761e-003	-1.753664e-001	2.651549e+000
8.191488574662762e-003	-1.668248e-001	2.701817e+000
8.201254199662762e-003	-1.572781e-001	2.752038e+000
8.211019824662762e-003	-1.468697e-001	2.802139e+000
8.220785449662761e-003	-1.357563e-001	2.851967e+000
8.230551074662761e-003	-1.241051e-001	2.901230e+000
8.240316699662761e-003	-1.120912e-001	2.949451e+000
8.250082324662761e-003	-9.989572e-002	2.995835e+000
8.259847949662761e-003	-8.770156e-002	3.039013e+000
8.269613574662760e-003	-7.569242e-002	3.076709e+000
8.279379199662762e-003	-6.404889e-002	3.105373e+000
8.289144824662762e-003	-5.294609e-002	3.119867e+000
8.298910449662762e-003	-4.255098e-002	3.113495e+000
8.308676074662761e-003	-3.301996e-002	3.078753e+000
8.318441699662761e-003	-2.449632e-002	3.009047e+000
8.328207324662761e-003	-1.710832e-002	2.901093e+000
8.337972949662761e-003	-1.096706e-002	2.757016e+000
8.347738574662761e-003	-6.164931e-003	2.584955e+000
8.357504199662762e-003	-2.774142e-003	2.397628e+000
8.367269824662762e-003	-8.077798e-004	2.209001e+000
8.376048595955272e-003	-2.911570e-004	2.048909e+000
8.384207429158784e-003	-9.804554e-004	1.916675e+000
8.393973054158786e-003	-3.194124e-003	1.783848e+000
8.403738679158786e-003	-6.802179e-003	1.679548e+000
8.413504304158785e-003	-1.181199e-002	1.604779e+000
8.423269929158785e-003	-1.814821e-002	1.557443e+000
8.433035554158785e-003	-2.571556e-002	1.534194e+000
8.442801179158785e-003	-3.440017e-002	1.531058e+000
8.452566804158785e-003	-4.407150e-002	1.543920e+000
8.462332429158784e-003	-5.458391e-002	1.568902e+000
8.472098054158786e-003	-6.577945e-002	1.602632e+000
8.481863679158786e-003	-7.748961e-002	1.642387e+000
8.491629304158786e-003	-8.953846e-002	1.686117e+000
8.501394929158785e-003	-1.017447e-001	1.732366e+000
8.511160554158785e-003	-1.139245e-001	1.780160e+000
8.520926179158785e-003	-1.258950e-001	1.828872e+000
8.530691804158785e-003	-1.374757e-001	1.878125e+000
8.540457429158785e-003	-1.484931e-001	1.927701e+000
8.550223054158784e-003	-1.587808e-001	1.977459e+000
8.559988679158786e-003	-1.681843e-001	2.027307e+000
8.569754304158786e-003	-1.765625e-001	2.077199e+000
8.579519929158785e-003	-1.837890e-001	2.127124e+000
8.589285554158785e-003	-1.897552e-001	2.177075e+000
8.599051179158785e-003	-1.943712e-001	2.227053e+000
8.608816804158785e-003	-1.975679e-001	2.277061e+000
8.618582429158785e-003	-1.992972e-001	2.327103e+000
8.628348054158784e-003	-1.995389e-001	2.377182e+000
8.637951078063519e-003	-1.983109e-001	2.426465e+000
8.647716703063519e-003	-1.955893e-001	2.476625e+000
8.657482328063518e-003	-1.914365e-001	2.526825e+000
8.667247953063520e-003	-1.859081e-001	2.577062e+000
8.677013578063520e-003	-1.790876e-001	2.627326e+000
8.686779203063520e-003	-1.710775e-001	2.677599e+000
8.696544828063519e-003	-1.619985e-001	2.727849e+000
8.706310453063519e-003	-1.519868e-001	2.778020e+000
8.716076078063519e-003	-1.411929e-001	2.827996e+000
8.725841703063519e-003	-1.297799e-001	2.877557e+000
8.735607328063519e-003	-1.179187e-001	2.926338e+000
8.745372953063520e-003	-1.057880e-001	2.973733e+000
8.755138578063520e-003	-9.357023e-002	3.018678e+000
8.764904203063520e-003	-8.144915e-002	3.059373e+000
8.774669828063519e-003	-6.960702e-002	3.092932e+000
8.784435453063519e-003	-5.822200e-002	3.115006e+000
8.794201078063519e-003	-4.746538e-002	3.119613e+000
8.803966703063519e-003	-3.749889e-002	3.099484e+000
8.813732328063519e-003	-2.847251e-002	3.047313e+000
8.823497953063520e-003	-2.052188e-002	2.957911e+000
8.833263578063520e-003	-1.376668e-002	2.830601e+000
8.843029203063520e-003	-8.308493e-003	2.670675e+000
8.852794828063519e-003	-4.229389e-003	2.488942e+000
8.862560453063519e-003	-1.590755e-003	2.299399e+000
8.872326078063519e-003	-4.097102e-004	2.115776e+000
8.881505836632780e-003	-6.862218e-004	1.959487e+000
8.891271461632782e-003	-2.451312e-003	1.818141e+000
8.901037086632781e-003	-5.661078e-003	1.705540e+000
8.910802711632781e-003	-1.028977e-002	1.622727e+000
8.920568336632781e-003	-1.626776e-002	1.568087e+000
8.930333961632781e-003	-2.350515e-002	1.538549e+000
8.940099586632781e-003	-3.189304e-002	1.530258e+000
8.949865211632780e-003	-4.130530e-002	1.539095e+000
8.959630836632780e-003	-5.160040e-002	1.561085e+000
8.969396461632782e-003	-6.262350e-002	1.592695e+000
8.979162086632781e-003	-7.420862e-002	1.631016e+000
8.988927711632781e-003	-8.618176e-002	1.673814e+000
8.998693336632781e-003	-9.836268e-002	1.719482e+000
9.008458961632781e-003	-1.105682e-001	1.766923e+000
9.018224586632781e-003	-1.226147e-001	1.815428e+000
9.027990211632780e-003	-1.343212e-001	1.864563e+000
9.037755836632780e-003	-1.455114e-001	1.914075e+000
9.047521461632782e-003	-1.560168e-001	1.963802e+000
9.057287086632782e-003	-1.656797e-001	2.013633e+000
9.067052711632781e-003	-1.743548e-001	2.063515e+000
9.076818336632781e-003	-1.819117e-001	2.113431e+000
9.086583961632781e-003	-1.882362e-001	2.163375e+000
9.096349586632781e-003	-1.932337e-001	2.213346e+000
9.106115211632780e-003	-1.968288e-001	2.263345e+000
9.115880836632780e-003	-1.990387e-001	2.313375e+000
9.123787015988446e-003	-1.997280e-001	2.353905e+000
9.132049126807698e-003	-1.992884e-001	2.396291e+000
9.141814751807698e-003	-1.974053e-001	2.446426e+000
9.151580376807699e-003	-1.941152e-001	2.496602e+000
9.161346001807699e-003	-1.894095e-001	2.546817e+000
9.171111626807699e-003	-1.833587e-001	2.597066e+000
9.180877251807698e-003	-1.760542e-001	2.647337e+000
9.190642876807698e-003	-1.676061e-001	2.697606e+000
9.200408501807698e-003	-1.581409e-001	2.747833e+000
9.210174126807698e-003	-1.478012e-001	2.797948e+000
9.219939751807698e-003	-1.367424e-001	2.847806e+000
9.229705376807699e-003	-1.251308e-001	2.897130e+000
9.239471001807699e-003	-1.131414e-001	2.945463e+000
9.249236626807699e-003	-1.009544e-001	2.992050e+000
9.259002251807699e-003	-8.875287e-002	3.035579e+000
9.268767876807698e-003	-7.672048e-002	3.073869e+000
9.278533501807698e-003	-6.503826e-002	3.103493e+000
9.288299126807698e-003	-5.388194e-002	3.119457e+000
9.298064751807698e-003	-4.341918e-002	3.115183e+000
9.307830376807698e-003	-3.380746e-002	3.083182e+000
9.317596001807699e-003	-2.519128e-002	3.016693e+000
9.327361626807699e-003	-1.770028e-002	2.912047e+000
9.337127251807699e-003	-1.144713e-002	2.770849e+000
9.346892876807698e-003	-6.525867e-003	2.600746e+000
9.356658501807698e-003	-3.010530e-003	2.414164e+000
9.366424126807698e-003	-8.956995e-004	2.224847e+000
9.374671642066238e-003	-2.515521e-004	2.072506e+000
9.382377954855279e-003	-7.247441e-004	1.944585e+000
9.392143579855279e-003	-2.678856e-003	1.806683e+000
9.401909204855279e-003	-6.017625e-003	1.696774e+000
9.411674829855278e-003	-1.076993e-002	1.616585e+000
9.421440454855278e-003	-1.686433e-002	1.564338e+000
9.431206079855278e-003	-2.420920e-002	1.536869e+000
9.440971704855278e-003	-3.269398e-002	1.530281e+000
9.450737329855278e-003	-4.219109e-002	1.540454e+000
9.460502954855277e-003	-5.255759e-002	1.563441e+000
9.470268579855279e-003	-6.363773e-002	1.595759e+000
9.480034204855279e-003	-7.526469e-002	1.634562e+000
9.489799829855278e-003	-8.726382e-002	1.677674e+000
9.499565454855278e-003	-9.945440e-002	1.723538e+000
9.509331079855278e-003	-1.116531e-001	1.771099e+000
9.519096704855278e-003	-1.236767e-001	1.819675e+000
9.528862329855278e-003	-1.353438e-001	1.868850e+000
9.538627954855277e-003	-1.464796e-001	1.918384e+000
9.548393579855279e-003	-1.569164e-001	1.968122e+000
9.558159204855279e-003	-1.664968e-001	2.017958e+000
9.567924829855279e-003	-1.750770e-001	2.067843e+000
9.577690454855278e-003	-1.825283e-001	2.117763e+000
9.587456079855278e-003	-1.887376e-001	2.167709e+000
9.597221704855278e-003	-1.936128e-001	2.217682e+000
9.606987329855278e-003	-1.970797e-001	2.267684e+000
9.616752954855277e-003	-1.991367e-001	2.317718e+000
9.625207048808754e-003	-1.997421e-001	2.361061e+000
9.632837141265277e-003	-1.992204e-001	2.400206e+000
9.642602766265277e-003	-1.971936e-001	2.450346e+000
9.652368391265277e-003	-1.937871e-001	2.500525e+000
9.662134016265277e-003	-1.889699e-001	2.550744e+000
9.671899641265278e-003	-1.828146e-001	2.600995e+000
9.681665266265278e-003	-1.754136e-001	2.651267e+000
9.691430891265278e-003	-1.668782e-001	2.701534e+000
9.701196516265278e-003	-1.573370e-001	2.751756e+000
9.710962141265277e-003	-1.469333e-001	2.801857e+000
9.720727766265277e-003	-1.358235e-001	2.851688e+000
9.730493391265277e-003	-1.241751e-001	2.900955e+000
9.740259016265277e-003	-1.121629e-001	2.949183e+000
9.750024641265278e-003	-9.996784e-002	2.995582e+000
9.759790266265278e-003	-8.777308e-002	3.038784e+000
9.769555891265278e-003	-7.576251e-002	3.076521e+000
9.779321516265278e-003	-6.411624e-002	3.105252e+000
9.789087141265277e-003	-5.300975e-002	3.119848e+000
9.798852766265277e-003	-4.260999e-002	3.113621e+000
9.808618391265277e-003	-3.307343e-002	3.079067e+000
9.818384016265277e-003	-2.454346e-002	3.009582e+000
9.828149641265277e-003	-1.714841e-002	2.901853e+000
9.837915266265278e-003	-1.099950e-002	2.757969e+000
9.847680891265278e-003	-6.189212e-003	2.586038e+000
9.857446516265278e-003	-2.789918e-003	2.398759e+000
9.867212141265278e-003	-8.134209e-004	2.210080e+000
9.875954680532883e-003	-2.864776e-004	2.050488e+000
9.884054509613981e-003	-9.562643e-004	1.918958e+000
9.893820134613981e-003	-3.149092e-003	1.785717e+000
9.903585759613981e-003	-6.734706e-003	1.680948e+000
9.913351384613980e-003	-1.172310e-002	1.605728e+000
9.923117009613980e-003	-1.803926e-002	1.557987e+000
9.932882634613980e-003	-2.558812e-002	1.534390e+000
9.942648259613980e-003	-3.425616e-002	1.530972e+000
9.952413884613980e-003	-4.391313e-002	1.543614e+000
9.962179509613979e-003	-5.441356e-002	1.568434e+000
9.971945134613981e-003	-6.559974e-002	1.602050e+000
9.981710759613981e-003	-7.730317e-002	1.641728e+000
9.991476384613980e-003	-8.934474e-002	1.685345e+000
1.000000000000000e-002	-9.999847e-002	1.725270e+000
